date,temp,usage
2024-03-14,11.80104167,12.27
2024-03-15,11.63354167,13.709
2024-03-16,9.152291667,17.524
2024-03-17,11.43291667,13.046
2024-03-18,10.24354167,19.686
2024-03-19,11.896875,7.912
2024-03-20,12.28854167,15.295
2024-03-21,10.36208333,18.541
2024-03-22,9.366666667,14.063
2024-03-23,6.455,16.339
2024-03-24,7.863958333,24.209
2024-03-25,7.902083333,16.206
2024-03-26,9.533541667,13.992
2024-03-27,6.93875,17.208
2024-03-28,7.548541667,15.971
2024-03-29,9.125,15.808
2024-03-30,8.92,14.476
2024-03-31,7.907291667,16.341
2024-04-01,9.87875,9.224
2024-04-02,10.14916667,20.385
2024-04-03,10.819375,7.042
2024-04-04,11.25791667,11.095
2024-04-05,13.80145833,9.535
2024-04-06,15.46479167,7.99
2024-04-07,12.72291667,9.079
2024-04-08,12.221875,11.215
2024-04-09,8.982916667,13.652
2024-04-10,9.215416667,14.58
2024-04-11,15.02979167,13.489
2024-04-12,14.12617021,11.334
2024-04-13,13.6825,11.367
2024-04-14,10.27875,10.41
2024-04-15,8.142291667,18.921
2024-04-16,8.456875,17.425
2024-04-17,6.739166667,10.304
2024-04-18,7.970625,20.882
2024-04-19,9.6225,10.747
2024-04-20,6.665208333,18.64
2024-04-21,6.768958333,16.233
2024-04-22,5.845,20.627
2024-04-23,7.124791667,14.407
2024-04-24,6.637659574,20.001
2024-04-25,7.16225,16.962
2024-04-26,7.13875,16.879
2024-04-27,7.003333333,21.979
2024-04-28,7.319166667,16.376
2024-04-29,10.051875,16.209
2024-04-30,12.57729167,8.862
2024-05-01,13.90541667,12.435
2024-05-02,12.62791667,10.143
2024-05-03,10.08375,18.069
2024-05-04,11.66854167,12.986
2024-05-05,13.03333333,12.128
2024-05-06,12.818125,10.052
2024-05-07,12.56666667,15.478
2024-05-08,13.25125,9.238
2024-05-09,16.59083333,7.958
2024-05-10,16.53375,10.053
2024-05-11,15.72666667,8.587
2024-05-12,17.74041667,8.484
2024-05-13,15.49897959,10.739
2024-05-14,14.70375,9.641
2024-05-15,15.52479167,9.731
2024-05-16,12.92666667,11.064
2024-05-17,15.803125,8.427
2024-05-18,14.42833333,13.255
2024-05-19,14.35166667,14.574
2024-05-20,13.346875,10.544
2024-05-21,12.8725,11.328
2024-05-22,13.68125,15.935
2024-05-23,13.02166667,12.857
2024-05-24,13.17875,9.025
2024-05-25,14.71166667,10.317
2024-05-26,14.28416667,6.265
2024-05-27,12.94791667,5.258
2024-05-28,13.80208333,4.26
2024-05-29,14.971875,5.005
2024-05-30,13.46734694,4.266
2024-05-31,12.358125,9.046
2024-06-01,11.57416667,19.405
2024-06-02,15.04166667,9.778
2024-06-03,15.944375,9.759
2024-06-04,14.21729167,10.655
2024-06-05,11.29333333,11.809
2024-06-06,12.954375,10.701
2024-06-07,13.46479167,8.501
2024-06-08,13.130625,9.158
2024-06-09,11.959375,15.524
2024-06-10,11.325625,11.269
2024-06-11,10.64979167,11.937
2024-06-12,12.15708333,13.801
2024-06-13,11.74458333,11.404
2024-06-14,13.67270833,7.984
2024-06-15,12.61270833,13.026
2024-06-16,14.75791667,8.594
2024-06-17,15.42020833,10.13
2024-06-18,15.05375,10.123
2024-06-19,14.84791667,8.967
2024-06-20,15.7225,9.278
2024-06-21,17.40270833,6.711
2024-06-22,17.05083333,8.414
2024-06-23,18.30604167,11.401
2024-06-24,20.88541667,10.107
2024-06-25,21.600625,9.636
2024-06-26,21.34875,8.062
2024-06-27,18.36,6.756
2024-06-28,15.56020833,8.099
2024-06-29,17.04895833,11.377
2024-06-30,15.37125,14.342
2024-07-01,15.09916667,9.763
2024-07-02,14.56533333,11.167
2024-07-03,14.34826087,9.688
2024-07-04,14.91354167,6.303
2024-07-05,14.64625,8.727
2024-07-06,12.36895833,19.728
2024-07-07,13.555,9.076
2024-07-08,14.56479167,10.842
2024-07-09,16.96375,10.06
2024-07-10,17.15125,10.25
2024-07-11,15.720625,9.13
2024-07-12,14.220625,11.34
2024-07-13,14.83875,11.89
2024-07-14,16.2525,6.63
2024-07-15,15.53625,12.81
2024-07-16,16.391666666667,9.19
2024-07-17,17.912083333333,9.04
2024-07-18,20.128085106383,8.65
